,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Particle,Field,Livetime,Realtime,Tier,Area,Average diameter,Perimeter,Orientation,Max circle radius,Area in pixels,Volume of sphere,Equivalent diameter,Class,Total,C,O,Na,Cl,Al,Fe,Cu,Mg,Sr,S,N,Si,K,Ca,Tl,Cr,Pd,Mo,W,F,V,Sc,Ni,Ru,Ba,Rh,P,Mn,B,Field,Area,Average diameter,Volume of sphere
P569,182,10.777,10.777,0,0.1619,0.566283,1.718812,58,0.146319,8,0.153952,0.454024,Unclassified,1,0.8189894061,0.1285052974,0.020422155,0.0311927613,,,,,,,,0.0008903802,,,,,,,,,,,,,,,,,,182,0.1619,0.566283,0.153952
P570,183,12.356,12.356,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.8193013562,0.1716115456,,,,,,,,0.0090870982,,,,,,,,,,,,,,,,,,,,183,0.060713,0.335715,0.035353
P571,183,10.721,10.721,0,0.101188,0.463913,1.375298,43,0.146319,5,0.076068,0.358937,Unclassified,1,0.720979564,0.2516919415,0.0167557582,0.0044993902,,,,0.0020991682,,0.0039741779,,,,,,,,,,,,,,,,,,,,183,0.101188,0.463913,0.076068
P572,184,11.3,11.3,0,0.08095,0.397269,1.17912,121,0.146319,4,0.05443,0.321043,Unclassified,1,0.7940532978,0.1848434516,0.011144986,0.0058510139,0.0008170594,,,0.0032901912,,,,,,,,,,,,,,,,,,,,,,184,0.08095,0.397269,0.05443
P573,185,8.65,8.65,0,1.133301,1.3197,3.995792,82,0.585275,56,2.851226,1.201234,Unclassified,1,0.7497274665,0.1305307366,0.0471210332,0.0712978987,,,,0.0013228651,,,,,,,,,,,,,,,,,,,,,,185,1.133301,1.3197,2.851226
P574,185,9.035,9.035,0,7.447408,4.426003,14.161366,77,0.877912,368,48.030973,3.07934,Unclassified,1,0.7386674204,0.1943554464,0.0029274765,0.0398216102,,,,0.0007429391,,0.0049537486,,0.00070223,,,,0.0178291288,,,,,,,,,,,,,,185,7.447408,4.426003,48.030973
P575,186,11.187,11.187,0,0.303563,0.863675,2.571652,95,0.146319,15,0.395263,0.621698,Unclassified,1,0.7759059727,0.1843776027,0.0177154251,0.0136858819,,,,0.0019300713,,0.0041220315,,0.0011292883,,0.0011337266,,,,,,,,,,,,,,,,186,0.303563,0.863675,0.395263
P576,187,10.438,10.438,0,0.344038,0.759424,2.258504,57,0.292637,17,0.476895,0.661848,Unclassified,1,0.000181489,0.69568073,0.1863816821,,,,,0.0143411346,,0.0253278606,0.0780871038,,,,,,,,,,,,,,,,,,,187,0.344038,0.759424,0.476895
P577,187,13.667,13.667,0,0.1619,0.538141,1.603893,90,0.146319,8,0.153952,0.454024,Unclassified,1,0.7341936092,0.2150435652,0.0307354266,0.0076244671,,,,0.0031435473,,0.007788457,,0.0014709276,,,,,,,,,,,,,,,,,,187,0.1619,0.538141,0.153952
P578,187,8.808,8.808,0,0.607126,1.000173,3.009558,171,0.438956,30,1.117974,0.879213,Unclassified,1,0.7637310202,0.1093447049,0.0465126735,0.0776720514,,,,,,,,0.00273955,,,,,,,,,,,,,,,,,,187,0.607126,1.000173,1.117974
P579,187,10.559,10.559,0,0.505938,0.94769,2.916407,82,0.327179,25,0.850471,0.802608,Unclassified,1,0.7672681479,0.2115451663,0.0135427367,0.0042388908,,,,0.00201188,,,,0.0013931783,,,,,,,,,,,,,,,,,,187,0.505938,0.94769,0.850471
P580,187,11.116,11.116,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.8173527234,0.1728284894,0.0051488974,0.002814007,,,,0.0018558828,,,,,,,,,,,,,,,,,,,,,,187,0.060713,0.335715,0.035353
P581,187,10.936,10.936,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.8024071953,0.180475088,0.0074863588,0.009631358,,,,,,,,,,,,,,,,,,,,,,,,,,187,0.060713,0.335715,0.035353
P582,187,10.905,10.905,0,0.202375,0.6281,1.91499,143,0.206926,10,0.215154,0.507614,Unclassified,1,0.7687495009,0.2169343068,0.0111970762,,,,,0.0012856601,,0.0018334559,,,,,,,,,,,,,,,,,,,,187,0.202375,0.6281,0.215154
P583,187,10.678,10.678,0,0.465463,0.91852,2.897932,90,0.292637,23,0.750484,0.769835,Unclassified,1,0.8387132316,0.1612867684,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,0.465463,0.91852,0.750484
P584,188,10.848,10.848,0,0.08095,0.397269,1.17912,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.7664209567,0.2103303431,0.0150966437,0.0081520565,,,,,,,,,,,,,,,,,,,,,,,,,,188,0.08095,0.397269,0.05443
P585,188,11.199,11.199,0,0.121425,0.503257,1.522634,104,0.146319,6,0.099995,0.393196,Unclassified,1,0.7956043659,0.1840489431,0.0114760928,0.0057659857,,,,,,0.0017166698,,0.0013879428,,,,,,,,,,,,,,,,,,188,0.121425,0.503257,0.099995
P586,188,11.695,11.695,0,0.546413,1.312552,4.031502,84,0.292637,27,0.954543,0.834095,Unclassified,1,0.7762643374,0.1724980619,,,,0.0353503148,,,,,,0.0018402182,,,,0.0079688002,,,,,,,0.0060782676,,,,,,,188,0.546413,1.312552,0.954543
P587,189,11.041,11.041,0,0.24285,0.653665,1.933466,120,0.206926,12,0.282827,0.556063,Unclassified,1,0.7740047972,0.2147541871,0.0112410157,,,,,,,,,,,,,,,,,,,,,,,,,,,189,0.24285,0.653665,0.282827
P588,189,11.195,11.195,0,0.182138,0.543232,1.619077,0,0.292637,9,0.183702,0.481565,Unclassified,1,0.7700543906,0.2167286369,0.0120541418,,,,,,,0.0011628308,,,,,,,,,,,,,,,,,,,,189,0.182138,0.543232,0.183702
P589,190,10.959,10.959,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.7663433229,0.2120904193,0.0082059427,,,,,0.0010287302,,0.012331585,,,,,,,,,,,,,,,,,,,,190,0.08095,0.362155,0.05443
P590,190,10.907,10.907,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7767434052,0.192945629,0.0167006177,0.0120454933,,,,0.0015648549,,,,,,,,,,,,,,,,,,,,,,190,0.060713,0.335715,0.035353
P591,190,10.223,10.223,0,0.930926,1.375365,4.276522,110,0.438956,46,2.122689,1.088711,Unclassified,1,0.7629004331,0.1914350563,0.0166459562,0.0208973687,,,,0.0019399907,,0.0061811951,,,,,,,,,,,,,,,,,,,,190,0.930926,1.375365,2.122689
P592,190,11.059,11.059,0,0.24285,0.693009,2.080802,75,0.206926,12,0.282827,0.556063,Unclassified,1,0.761741637,0.1984815949,0.0229898482,0.0130629374,,,,0.0017279185,,0.0019960641,,,,,,,,,,,,,,,,,,,,190,0.24285,0.693009,0.282827
P593,192,8.582,8.582,0,0.951164,1.204262,3.633802,62,0.4627,47,2.192282,1.100481,Unclassified,1,0.7677773003,0.1098026255,0.05098562,0.0714344542,,,,,,,,,,,,,,,,,,,,,,,,,,192,0.951164,1.204262,2.192282
P594,192,11.005,11.005,0,0.303563,0.727893,2.162061,82,0.292637,15,0.395263,0.621698,Unclassified,1,0.7758636101,0.1984058775,0.015705949,0.0076692146,,,,0.0023553488,,,,,,,,,,,,,,,,,,,,,,192,0.303563,0.727893,0.395263
P595,193,9.91,9.91,0,0.849976,1.182856,3.571018,62,0.413852,42,1.851926,1.040299,Unclassified,1,0.6873683673,0.2443982255,0.0362845978,0.0233015029,,,,0.0019640092,,0.004309565,,,,0.0023737322,,,,,,,,,,,,,,,,193,0.849976,1.182856,1.851926
P596,193,11.819,11.819,0,0.08095,0.402359,1.194303,27,0.146319,4,0.05443,0.321043,Unclassified,1,0.7628760413,0.1780928897,0.0360130939,0.0158042467,,,,0.0028754995,,0.0043382289,,,,,,,,,,,,,,,,,,,,193,0.08095,0.402359,0.05443
P597,193,10.867,10.867,0,0.202375,0.578346,1.718812,90,0.292637,10,0.215154,0.507614,Unclassified,1,0.7721279459,0.2023994309,0.0157694123,,,,,,,0.0084998338,,0.001203377,,,,,,,,,,,,,,,,,,193,0.202375,0.578346,0.215154
P598,193,12.197,12.197,0,0.202375,0.627837,1.899807,79,0.206926,10,0.215154,0.507614,Unclassified,1,0.7715675729,0.2040279506,0.0149087878,0.007494115,,,,0.0020015738,,,,,,,,,,,,,,,,,,,,,,193,0.202375,0.627837,0.215154
P599,193,11.169,11.169,0,0.303563,0.706544,2.095985,122,0.292637,15,0.395263,0.621698,Unclassified,1,0.7613012293,0.2267902391,0.0105629238,,,,,0.0013456078,,,,,,,,,,,,,,,,,,,,,,193,0.303563,0.706544,0.395263
P600,194,11.198,11.198,0,0.24285,0.766496,2.358239,121,0.146319,12,0.282827,0.556063,Unclassified,1,0.7763900804,0.2132662106,0.0085285505,,,,,0.0018151585,,,,,,,,,,,,,,,,,,,,,,194,0.24285,0.766496,0.282827
P601,196,11.264,11.264,0,0.263088,0.66634,1.981066,90,0.292637,13,0.318907,0.578769,Unclassified,1,0.0002986732,0.698258669,0.2138507917,,,,,,,,0.0875918661,,,,,,,,,,,,,,,,,,,196,0.263088,0.66634,0.318907
P602,196,10.593,10.593,0,0.708313,1.058726,3.209028,32,0.413852,35,1.408808,0.949659,Unclassified,1,0.7535572305,0.2129940625,0.0147566475,0.0126531423,,,,0.0017883531,,0.004250564,,,,,,,,,,,,,,,,,,,,196,0.708313,1.058726,1.408808
P603,196,11.977,11.977,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.8096122407,0.1836681066,,,,,,,,0.0067196527,,,,,,,,,,,,,,,,,,,,196,0.060713,0.335715,0.035353
P604,198,11.469,11.469,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.794770283,0.1955935284,0.0055777277,,,,,,,0.0040584609,,,,,,,,,,,,,,,,,,,,198,0.060713,0.335715,0.035353
P605,198,8.719,8.719,0,0.789263,1.119624,3.356364,62,0.438956,39,1.657092,1.002458,Unclassified,1,0.7617238628,0.1242601265,0.0474087131,0.0666072976,,,,,,,,,,,,,,,,,,,,,,,,,,198,0.789263,1.119624,1.657092
P606,199,12.044,12.044,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.8145682858,0.1340418845,0.020185084,0.0286295648,,,,0.002575181,,,,,,,,,,,,,,,,,,,,,,199,0.121425,0.450148,0.099995
P607,200,12.216,12.216,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8112630724,0.1645091248,0.013167886,0.0073682341,,,,0.0013044257,,0.002387257,,,,,,,,,,,,,,,,,,,,200,0.08095,0.362155,0.05443
P608,200,11.285,11.285,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7836206488,0.2020812442,0.0053500485,,,,,,,0.0089480584,,,,,,,,,,,,,,,,,,,,200,0.060713,0.335715,0.035353
P609,201,11.105,11.105,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.7933370217,0.1854252999,0.0096381147,0.0023534144,,,,0.0014229963,,0.007823153,,,,,,,,,,,,,,,,,,,,201,0.060713,0.335715,0.035353
P610,201,11.159,11.159,0,0.24285,0.677549,2.029908,150,0.206926,12,0.282827,0.556063,Unclassified,1,0.8167312145,0.1628173345,0.0085904565,0.0093175487,,,,0.0010916408,,,,0.001451805,,,,,,,,,,,,,,,,,,201,0.24285,0.677549,0.282827
P611,201,11.33,11.33,0,0.141663,0.490353,1.456557,138,0.206926,7,0.126008,0.4247,Unclassified,1,0.8020668609,0.1595120138,0.0172971786,0.0079635266,,,,0.0041258165,,0.0075718235,,0.00146278,,,,,,,,,,,,,,,,,,201,0.141663,0.490353,0.126008
P612,201,8.52,8.52,0,3.521329,3.28503,10.56568,174,0.585275,174,15.616134,2.117427,Unclassified,1,0.9193203295,0.0786373417,,,,,,,,,,0.0020423288,,,,,,,,,,,,,,,,,,201,3.521329,3.28503,15.616134
P613,201,8.179,8.179,0,8.277146,4.44499,16.2524,16,0.890022,409,56.277477,3.24635,Unclassified,1,0.9166291571,0.0814117612,,,,,,,,,,0.0019590817,,,,,,,,,,,,,,,,,,201,8.277146,4.44499,56.277477
P614,202,8.622,8.622,0,1.032114,1.388619,4.258046,107,0.438956,51,2.478021,1.146354,Unclassified,1,0.8766392665,0.1224878126,,,,,,,,,,0.0008729209,,,,,,,,,,,,,,,,,,202,1.032114,1.388619,2.478021
P615,202,9.282,9.282,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8983493354,0.1001316026,,,,,,,,,,0.001519062,,,,,,,,,,,,,,,,,,202,0.08095,0.362155,0.05443
P616,202,10.454,10.454,0,0.24285,0.716094,2.177245,53,0.206926,12,0.282827,0.556063,Unclassified,1,0.9389601805,0.0610398195,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.24285,0.716094,0.282827
P617,202,9.592,9.592,0,1.153539,1.604818,5.20857,101,0.413852,57,2.927938,1.211912,Unclassified,1,0.9414729494,0.0585270506,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,1.153539,1.604818,2.927938
P618,202,9.304,9.304,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.9539033374,0.0448504829,,,,,,,,,,0.0012461797,,,,,,,,,,,,,,,,,,202,0.060713,0.335715,0.035353
P619,202,12.019,12.019,0,0.24285,0.636545,1.91499,143,0.292637,12,0.282827,0.556063,Unclassified,1,0.9551788956,0.0358478488,,,,,,,,,,0.0020711408,,,,,,,,,,,,0.0069021148,,,,,,202,0.24285,0.636545,0.282827
P620,202,8.18,8.18,0,17.809019,6.963561,32.456806,33,1.206575,880,177.612556,4.761843,Unclassified,1,0.9092209746,0.0898714483,,,,,,,,,,0.000907577,,,,,,,,,,,,,,,,,,202,17.809019,6.963561,177.612556
P621,202,9.793,9.793,0,0.364275,0.774293,2.373423,175,0.327179,18,0.519587,0.681036,Unclassified,1,0.7499647194,0.2195970256,0.0180402792,0.0062370794,,,,0.0025502385,,0.0023902397,,0.0012204182,,,,,,,,,,,,,,,,,,202,0.364275,0.774293,0.519587
P622,203,11.229,11.229,0,0.141663,0.511702,1.522634,77,0.146319,7,0.126008,0.4247,Unclassified,1,0.8082980318,0.1901719274,,,,,,,,0.0015300408,,,,,,,,,,,,,,,,,,,,203,0.141663,0.511702,0.126008
P623,204,10.57,10.57,0,0.24285,0.663214,2.014725,112,0.206926,12,0.282827,0.556063,Unclassified,1,0.0009119885,0.7667392932,0.1182693027,,,,,,,0.0419399229,0.0721394926,,,,,,,,,,,,,,,,,,,204,0.24285,0.663214,0.282827
P624,204,9.443,9.443,0,0.586888,1.022363,3.09411,49,0.327179,29,1.062543,0.864436,Unclassified,1,0.8496388277,0.1503611723,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,0.586888,1.022363,1.062543
P625,204,9.39,9.39,0,0.728551,1.09316,3.275105,113,0.413852,36,1.469614,0.96313,Unclassified,1,0.7218132575,0.2258443177,0.0262462921,0.0247178875,,,,0.0013782452,,,,,,,,,,,,,,,,,,,,,,204,0.728551,1.09316,1.469614
P626,204,10.862,10.862,0,0.263088,0.644991,1.91499,143,0.292637,13,0.318907,0.578769,Unclassified,1,0.7930353993,0.1912496469,0.0056260114,0.0079324463,,,,,,0.002156496,,,,,,,,,,,,,,,,,,,,204,0.263088,0.644991,0.318907
P627,204,11.009,11.009,0,0.222613,0.610904,1.83373,0,0.206926,11,0.248221,0.53239,Unclassified,1,0.7482937941,0.2340491515,0.0095462738,,,,,,,0.0055878747,,0.0025229059,,,,,,,,,,,,,,,,,,204,0.222613,0.610904,0.248221
P628,204,11.343,11.343,0,0.566651,1.047845,3.227504,56,0.327179,28,1.008061,0.849401,Unclassified,1,0.7454095337,0.2063057593,0.0177914109,0.0033453579,,,,0.0061628422,,0.0166802992,,0.0019362087,,0.0023685881,,,,,,,,,,,,,,,,204,0.566651,1.047845,1.008061
P629,205,10.262,10.262,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.8450690865,0.1549309135,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,0.141663,0.490353,0.126008
P630,205,10.64,10.64,0,0.546413,0.933084,2.816672,77,0.327179,27,0.954543,0.834095,Unclassified,1,0.8688252608,0.1311747392,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,0.546413,0.933084,0.954543
P631,206,10.736,10.736,0,0.182138,0.556997,1.652735,16,0.206926,9,0.183702,0.481565,Unclassified,1,0.7862209078,0.1967397435,0.0075148911,0.0079179588,,,,0.0008186851,,,,0.0007878138,,,,,,,,,,,,,,,,,,206,0.182138,0.556997,0.183702
P632,207,11.611,11.611,0,0.202375,0.578346,1.718812,90,0.292637,10,0.215154,0.507614,Unclassified,1,0.7853720212,0.1883505974,0.0097171314,0.0122333255,,,,0.0007669049,,0.0021722989,,,,0.0013877208,,,,,,,,,,,,,,,,207,0.202375,0.578346,0.215154
P633,207,10.399,10.399,0,0.485701,0.897969,2.716937,127,0.327179,24,0.799957,0.786392,Unclassified,1,0.8375779049,0.1600819007,,,,,,,,,,0.0023401944,,,,,,,,,,,,,,,,,,207,0.485701,0.897969,0.799957
P634,207,9.637,9.637,0,1.052351,1.338229,4.095527,65,0.4627,52,2.55126,1.157538,Unclassified,1,0.6194727401,0.297206718,0.013023691,,0.0103616297,0.0193786013,,0.0075058421,,0.0064159826,,0.0182478951,0.0083869,,,,,,,,,,,,,,,,,207,1.052351,1.338229,2.55126
P635,207,11.253,11.253,0,0.344038,0.834753,2.554418,127,0.292637,17,0.476895,0.661848,Unclassified,1,0.7981713427,0.1817946117,0.0097257753,0.0103082703,,,,,,,,,,,,,,,,,,,,,,,,,,207,0.344038,0.834753,0.476895
P636,208,11.51,11.51,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.7940528324,0.1915086951,0.0032650804,,,,,,,0.0023287246,,0.0008691892,,,,,,,,,,,,,0.0079754783,,,,,208,0.060713,0.335715,0.035353
P637,208,9.639,9.639,0,1.335676,1.524858,4.880239,21,0.52756,66,3.64809,1.304084,Unclassified,1,0.6822417312,0.2601973786,0.0289906856,0.0033735905,,,,0.0009124161,,0.0242841981,,,,,,,,,,,,,,,,,,,,208,1.335676,1.524858,3.64809
P638,208,9.254,9.254,0,1.153539,1.415637,4.454224,90,0.4627,57,2.927938,1.211912,Unclassified,1,0.5339635567,0.3508676471,,,0.0228725253,0.0320582137,,0.0086508263,,,,0.0317524279,0.0062938867,0.0056733804,0.0078675359,,,,,,,,,,,,,,,208,1.153539,1.415637,2.927938
P639,209,11.503,11.503,0,0.08095,0.397269,1.17912,59,0.146319,4,0.05443,0.321043,Unclassified,1,0.8162451643,0.1837548357,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,0.08095,0.397269,0.05443
P640,209,9.82,9.82,0,1.133301,1.417939,4.551908,0,0.4627,56,2.851226,1.201234,Unclassified,1,0.7717607081,0.1580963317,0.0319662966,0.0368955579,,,,0.0012811057,,,,,,,,,,,,,,,,,,,,,,209,1.133301,1.417939,2.851226
P641,209,12.323,12.323,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8185258152,0.1647483723,0.0087670893,0.0079587232,,,,,,,,,,,,,,,,,,,,,,,,,,209,0.08095,0.362155,0.05443
P642,210,10.571,10.571,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.8130637599,0.1342276249,0.0265496735,0.0261589417,,,,,,,,,,,,,,,,,,,,,,,,,,210,0.060713,0.335715,0.035353
P643,210,12.223,12.223,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.7778283575,0.2027411224,0.0034607043,0.0100307669,,,,0.0059390489,,,,,,,,,,,,,,,,,,,,,,210,0.08095,0.362155,0.05443
P644,210,8.077,8.077,0,0.748788,1.103958,3.371547,40,0.438956,37,1.531272,0.976415,Unclassified,1,0.7632614704,0.1142846648,0.0452920665,0.0771617982,,,,,,,,,,,,,,,,,,,,,,,,,,210,0.748788,1.103958,1.531272
P645,210,10.529,10.529,0,0.789263,1.162124,3.571018,102,0.438956,39,1.657092,1.002458,Unclassified,1,0.7757848675,0.196749383,0.016746757,0.0092578176,,,,0.0014611749,,,,,,,,,,,,,,,,,,,,,,210,0.789263,1.162124,1.657092
P646,211,10.053,10.053,0,0.202375,0.578346,1.718812,90,0.292637,10,0.215154,0.507614,Unclassified,1,0.7531067777,0.2223712947,0.0069033078,0.0071197011,0.0009995302,,,0.0013902732,,0.0042658786,,0.0038432367,,,,,,,,,,,,,,,,,,211,0.202375,0.578346,0.215154
P647,211,12.069,12.069,0,0.283325,0.916016,2.862222,175,0.206926,14,0.356403,0.600617,Unclassified,1,0.7820501884,0.1577039083,0.0257339801,0.0301120988,,,,0.0012878379,,0.0021748108,,0.0009371757,,,,,,,,,,,,,,,,,,211,0.283325,0.916016,0.356403
P648,211,9.659,9.659,0,0.202375,0.592111,1.752471,36,0.206926,10,0.215154,0.507614,Unclassified,1,0.7153879143,0.2537789739,0.0093612895,0.0065387581,,,,0.0027157246,,0.005792157,,0.002886259,,0.0035389236,,,,,,,,,,,,,,,,211,0.202375,0.592111,0.215154
P649,211,10.561,10.561,0,0.1619,0.566283,1.718812,58,0.146319,8,0.153952,0.454024,Unclassified,1,0.7700538167,0.2133388122,0.0061425329,0.0042259048,,,,0.0012516369,,0.0049872965,,,,,,,,,,,,,,,,,,,,211,0.1619,0.566283,0.153952
P650,211,9.331,9.331,0,0.40475,0.804719,2.388606,0,0.292637,20,0.608548,0.717875,Unclassified,1,0.7469248439,0.1439647347,0.0343844462,0.059396677,,,,0.0033848873,,0.0070076626,,,,0.0049367483,,,,,,,,,,,,,,,,211,0.40475,0.804719,0.608548
P651,211,11.124,11.124,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.7606868108,0.2183365286,0.0129038135,0.0050964066,,,,0.0013195179,,,,0.0016569226,,,,,,,,,,,,,,,,,,211,0.060713,0.335715,0.035353
P652,211,11.63,11.63,0,0.141663,0.511702,1.522634,77,0.146319,7,0.126008,0.4247,Unclassified,1,0.7097645696,0.2402440921,,,0.0100236408,0.021070127,,0.0055521829,,,,0.0133453875,,,,,,,,,,,,,,,,,,211,0.141663,0.511702,0.126008
P653,211,9.939,9.939,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.8404978182,0.1524275439,,,,,,,,,,0.0015325194,,,,,,,,,,,,,,0.0055421185,,,,211,0.060713,0.335715,0.035353
P654,212,10.814,10.814,0,0.222613,0.716323,2.19572,70,0.206926,11,0.248221,0.53239,Unclassified,1,0.8059911431,0.1670431602,0.0109093937,0.0148342449,,,,0.001222058,,,,,,,,,,,,,,,,,,,,,,212,0.222613,0.716323,0.248221
P655,212,11.394,11.394,0,0.1619,0.516792,1.537817,140,0.206926,8,0.153952,0.454024,Unclassified,1,0.7859077299,0.1753726958,0.0163653153,0.0170866997,,,,0.0020153239,,0.0032522354,,,,,,,,,,,,,,,,,,,,212,0.1619,0.516792,0.153952
P656,212,10.269,10.269,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.7991078848,0.1309159526,0.0264942016,0.0431974441,,,,0.0002845169,,,,,,,,,,,,,,,,,,,,,,212,0.121425,0.450148,0.099995
P657,212,9.446,9.446,0,0.384513,0.846969,2.551125,19,0.292637,19,0.563482,0.699698,Unclassified,1,0.7532329015,0.1576159701,0.0389633974,0.0493707605,,,,0.0008169706,,,,,,,,,,,,,,,,,,,,,,212,0.384513,0.846969,0.563482
P658,212,9.024,9.024,0,1.517814,1.550354,4.684061,48,0.603288,75,4.419179,1.390159,Unclassified,1,0.6223002567,0.1796611777,,,,0.1980385656,,,,,,,,,,,,,,,,,,,,,,,,212,1.517814,1.550354,4.419179
P659,212,10.251,10.251,0,0.24285,0.657894,1.981066,91,0.292637,12,0.282827,0.556063,Unclassified,1,0.7786146851,0.2213853149,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,0.24285,0.657894,0.282827
P660,212,10.837,10.837,0,0.202375,0.610106,1.83373,139,0.206926,10,0.215154,0.507614,Unclassified,1,0.7551843773,0.2239604389,0.0159612156,0.0048939682,,,,,,,,,,,,,,,,,,,,,,,,,,212,0.202375,0.610106,0.215154
P661,213,9.456,9.456,0,0.3238,0.732984,2.177245,66,0.292637,16,0.435441,0.642087,Unclassified,1,4.3639676E-05,0.642416231,0.1627253273,0.0594420979,,,,0.011088766,,0.0185038133,0.1057801248,,,,,,,,,,,,,,,,,,,213,0.3238,0.732984,0.435441
P662,213,11.291,11.291,0,0.222613,0.636545,1.91499,42,0.206926,11,0.248221,0.53239,Unclassified,1,0.7816096512,0.206903815,0.0049965761,0.0015276434,,,,0.0012532364,,0.0029154402,,0.0007936376,,,,,,,,,,,,,,,,,,213,0.222613,0.636545,0.248221
P663,214,10.304,10.304,0,8.095009,5.163189,16.224046,17,0.731594,400,54.430164,3.210434,Unclassified,1,0.7581158536,0.1952523195,,0.0200968382,0.0015710425,,,,,0.0039604308,,0.0010100011,,,,0.0199935143,,,,,,,,,,,,,,214,8.095009,5.163189,54.430164
P664,214,12.485,12.485,0,0.1619,0.516792,1.537817,40,0.206926,8,0.153952,0.454024,Unclassified,1,0.8396380531,0.15504231,,,,,,,,,,0.0010778202,,,,0.0042418166,,,,,,,,,,,,,,214,0.1619,0.516792,0.153952
P665,214,10.643,10.643,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.7744875949,0.2021013387,0.0102170296,0.0096093359,,,,0.0008713269,,0.0027133739,,,,,,,,,,,,,,,,,,,,214,0.121425,0.450148,0.099995
P666,214,10.359,10.359,0,0.08095,0.402359,1.194303,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8040719777,0.1959280223,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,0.08095,0.402359,0.05443
P667,216,9.533,9.533,0,0.971401,1.884352,5.939097,19,0.292637,48,2.262619,1.112127,Unclassified,1,0.8492951302,0.1507048698,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0.971401,1.884352,2.262619
P668,217,10.416,10.416,0,0.344038,0.893783,2.735412,55,0.206926,17,0.476895,0.661848,Unclassified,1,0.8207588756,0.1390907634,0.0185743784,0.0215759826,,,,,,,,,,,,,,,,,,,,,,,,,,217,0.344038,0.893783,0.476895
P669,217,10.324,10.324,0,0.263088,0.66634,1.981066,90,0.292637,13,0.318907,0.578769,Unclassified,1,0.7280588603,0.2476560289,0.0173413139,0.0022656341,,,,0.0019170744,,0.0027610884,,,,,,,,,,,,,,,,,,,,217,0.263088,0.66634,0.318907
P670,217,9.04,9.04,0,5.706981,2.91308,8.887922,28,1.142786,282,32.219835,2.695618,Unclassified,1,0.6523270416,0.2728933858,,,0.0065077954,0.0055123778,,0.0032636092,,,,0.030386622,,0.0276631359,,,,,,,,,,,,,0.0014460323,,,217,5.706981,2.91308,32.219835
